spectral_axis,intensity
5544,1.035017
5546,1.012328
5548,0.975306
5550,0.943525
5552,0.936727
5554,0.918711
5556,0.876109
5558,0.843223
5560,0.846622
5562,0.861522
5564,0.86832
5566,0.8607
5568,0.868801
5570,0.885627
5572,0.902424
5574,0.919221
5576,0.936018
5578,0.952816
5580,0.969613
5582,0.97811
5584,0.980405
5586,0.980603
5588,0.991622
5590,1.018021
5592,1.058811
5594,1.100421
5596,1.116425
5598,1.092122
5600,1.06592
5602,1.050228
5604,1.044619
5606,1.037311
5608,1.017313
5610,0.998023
5612,0.98032
5614,0.982019
5616,0.994426
5618,0.993803
5620,0.985305
5622,0.987118
5624,0.991027
5626,0.983521
5628,0.971511
5630,0.961313
5632,0.963919
5634,0.975816
5636,1.010827
5638,1.043515
5640,1.042325
5642,1.007201
5644,0.977317
5646,0.969613
5648,0.975816
5650,0.992727
5652,1.011308
5654,1.032921
5656,1.049123
5658,1.051701
5660,1.033204
5662,1.001904
5664,0.995219
5666,1.011223
5668,1.019325
5670,1.001309
5672,0.992925
5674,1.004822
5676,1.02921
5678,1.041305
5680,1.045413
5682,1.039322
5684,1.024027
5686,1.015019
5688,1.014226
5690,1.031108
5692,1.057423
5694,1.076118
5696,1.074418
5698,1.050313
5700,1.026123
5702,0.998902
5704,0.969726
5706,0.956413
5708,0.977317
5710,1.006918
5712,1.026916
5714,1.030202
5716,1.032213
5718,1.020401
5720,0.998817
5722,0.993916
5724,1.007201
5726,1.014622
5728,1.001819
5730,1.000006
5732,1.009326
5734,1.021421
5736,1.020004
5738,1.011903
5740,1.014509
5742,1.026519
5744,1.03802
5746,1.026406
5748,1.002811
5750,0.991225
5752,0.992727
5754,0.990914
5756,0.980518
5758,0.968508
5760,0.956923
5762,0.965109
5764,0.99842
5766,1.04411
5768,1.063428
5770,1.053117
5772,1.033402
5774,1.022015
5776,1.034309
5778,1.053712
5780,1.064221
5782,1.059519
5784,1.053202
5786,1.06051
5788,1.065524
5790,1.0534
5792,1.034224
5794,1.021506
5796,1.025301
5798,1.033006
5800,1.028021
5802,1.015217
5804,1.011818
5806,1.016804
5808,1.016917
5810,1.003717
5812,1.017823
5814,1.04731
5816,1.063513
5818,1.044818
5820,1.033516
5822,1.045328
5824,1.05561
5826,1.048415
5828,1.025528
5830,0.996211
5832,0.963324
5834,0.952221
5836,0.968112
5838,0.997627
5840,1.016917
5842,1.029918
5844,1.040201
5846,1.046517
5848,1.048415
5850,1.056913
5852,1.06102
5854,1.039124
5856,1.008901
5858,1.006918
5860,1.04901
5862,1.093906
5864,1.120618
5866,1.114103
5868,1.082123
5870,1.041419
5872,1.005417
5874,0.975306
5876,0.939616
5878,0.929928
5880,0.94851
5882,0.985419
5884,1.00502
5886,1.013008
5888,1.014424
5890,1.015812
5892,1.017313
5894,1.018701
5896,1.020118
5898,1.021506
5900,1.022922
5902,1.024423
5904,1.025811
5906,1.02482
5908,1.029805
5910,1.0419
5912,1.052522
5914,1.040116
5916,1.021902
5918,1.02261
5920,1.051814
5922,1.078724
5924,1.107616
5926,1.129002
5928,1.112403
5930,1.065212
5932,1.001224
5934,0.958424
5936,0.929702
5938,0.904917
5940,0.882228
5942,0.855828
5944,0.865119
5946,0.918513
5948,0.987203
5950,1.025301
5952,1.029323
5954,1.01771
5956,1.010402
5958,1.012328
5960,1.011903
5962,1.009014
5964,1.008702
5966,1.007116
5968,1.006323
5970,1.004312
5972,1.010204
5974,1.013404
5976,1.005218
5978,0.988024
5980,0.965902
5982,0.954317
5984,0.961625
5986,0.986325
5988,1.013008
5990,1.027822
5992,1.031023
5994,1.029805
5996,1.033601
5998,1.04071
6000,1.040512
6002,1.028502
6004,1.009807
6006,0.998817
6008,1.003122
6010,1.009609
6012,1.012526
6014,1.007626
6016,1.003405
6018,1.012725
6020,1.030825
6022,1.044704
6024,1.030712
6026,1.009411
6028,0.992727
6030,0.978224
6032,0.977714
6034,0.982926
6036,0.993208
6038,0.989922
6040,0.989724
6042,0.993406
6044,0.989809
6046,0.994624
6048,0.993605
6050,0.986013
6052,0.969613
6054,0.96001
6056,0.958707
6058,0.954713
6060,0.963211
6062,0.977714
6064,0.988024
6066,0.989809
6068,0.992019
6070,0.997202
6072,0.999128
6074,0.994313
6076,0.995502
6078,0.998023
6080,1.004623
6082,1.01771
6084,1.025301
6086,1.018021
6088,0.990715
6090,0.976808
6092,0.978309
6094,0.975703
6096,0.960124
6098,0.963126
6100,0.987118
6102,1.013121
6104,1.013319
6106,1.007513
6108,1.011308
6110,1.018503
6112,1.014707
6114,1.008023
6116,1.011308
6118,1.021109
6120,1.015019
6122,0.995927
6124,0.981906
6126,0.99182
6128,1.017002
6130,1.04241
6132,1.056913
6134,1.04952
6136,1.020203
6138,0.989214
6140,0.980801
6142,0.986325
6144,0.987203
6146,0.974711
6148,0.969414
6150,0.982416
6152,1.002612
6154,1.011223
6156,1.004114
6158,0.999921
6160,1.00621
6162,1.010402
6164,1.001224
6166,0.985107
6168,0.975023
6170,0.96831
6172,0.960209
6174,0.952306
6176,0.953524
6178,0.967517
6180,0.98522
6182,0.987118
6184,0.964401
6186,0.944006
6188,0.943808
6190,0.958707
6192,0.958424
6194,0.955025
6196,0.956101
6198,0.966015
6200,0.9793
6202,0.964826
6204,0.935508
6206,0.910808
6208,0.892708
6210,0.876308
6212,0.847104
6214,0.843025
6216,0.854015
6218,0.868206
6220,0.879423
6222,0.879225
6224,0.871804
6226,0.873022
6228,0.90942
6230,0.976326
6232,1.029522
6234,1.035414
6236,0.994511
6238,0.940607
6240,0.902424
6242,0.882907
6244,0.880811
6246,0.881605
6248,0.885627
6250,0.901716
6252,0.927917
6254,0.950804
6256,0.958113
6258,0.96052
6260,0.949813
6262,0.928909
6264,0.907013
6266,0.898203
6268,0.900724
6270,0.902821
6272,0.8969
6274,0.866224
6276,0.829825
6278,0.815322
6280,0.831723
6282,0.854213
6284,0.863419
6286,0.865515
6288,0.867526
6290,0.869623
6292,0.871719
6294,0.873815
6296,0.875826
6298,0.877922
6300,0.880018
6302,0.882114
6304,0.884126
6306,0.886222
6308,0.888318
6310,0.8969
6312,0.902707
6314,0.906928
6316,0.920807
6318,0.919023
6320,0.932024
6322,0.962701
6324,1.01822
6326,1.039322
6328,1.006408
6330,0.957319
6332,0.915709
6334,0.889422
6336,0.874127
6338,0.875628
6340,0.89081
6342,0.900413
6344,0.899421
6346,0.896815
6348,0.910412
6350,0.91891
6352,0.90452
6354,0.910214
6356,0.957801
6358,1.036717
6360,1.083426
6362,1.070113
6364,1.010515
6366,0.937406
6368,0.895314
6370,0.882114
6372,0.877412
6374,0.876704
6376,0.901801
6378,0.939304
6380,0.975419
6382,0.997117
6384,1.006125
6386,0.992302
6388,0.955308
6390,0.930608
6392,0.927124
6394,0.936217
6396,0.937321
6398,0.93092
6400,0.917125
6402,0.901914
6404,0.894124
6406,0.88642
6408,0.877809
6410,0.874721
6412,0.893728
6414,0.928115
6416,0.962106
6418,0.981028
6420,0.980122
6422,0.97202
6424,0.963013
6426,0.955422
6428,0.953609
6430,0.956611
6432,0.962616
6434,0.9595
6436,0.959727
6438,0.958424
6440,0.943921
6442,0.916417
6444,0.896617
6446,0.896107
6448,0.899308
6450,0.898713
6452,0.895116
6454,0.89741
6456,0.908911
6458,0.925906
6460,0.958028
6462,1.000714
6464,1.026519
6466,1.019721
6468,0.987203
6470,0.964826
6472,0.953609
6474,0.943525
6476,0.932308
6478,0.927521
6480,0.922903
6482,0.910015
6484,0.884324
6486,0.861805
6488,0.87322
6490,0.909024
6492,0.943326
6494,0.981028
6496,1.012413
6498,1.037113
6500,1.029918
6502,1.008702
6504,0.990715
6506,0.973012
6508,0.963806
6510,0.960124
6512,0.963409
6514,0.97321
6516,0.987203
6518,0.986608
6520,0.966525
6522,0.957121
